,COPx[cm]
5368,2.237718
5369,2.258109
5370,2.276579
5371,2.292937
5372,2.306968
5373,2.318552
5374,2.327749
5375,2.33482
5376,2.340181
5377,2.344297
5378,2.34754
5379,2.350078
5380,2.35183
5381,2.352492
5382,2.351616
5383,2.348694
5384,2.343256
5385,2.334944
5386,2.323588
5387,2.309222
5388,2.292079
5389,2.272539
5390,2.25108
5391,2.228226
5392,2.204488
5393,2.180313
5394,2.15601
5395,2.131668
5396,2.107104
5397,2.081861
5398,2.0553
5399,2.026754
5400,1.995677
5401,1.961738
5402,1.924843
5403,1.885113
5404,1.842863
5405,1.798566
5406,1.752754
5407,1.705877
5408,1.658182
5409,1.609683
5410,1.560241
5411,1.50971
5412,1.458093
5413,1.405652
5414,1.352948
5415,1.300801
5416,1.25017
5417,1.202005
5418,1.15712
5419,1.116119
5420,1.079391
5421,1.047147
5422,1.019459
5423,0.996289
5424,0.977471
5425,0.96269
5426,0.951465
5427,0.943173
5428,0.937094
5429,0.93247
5430,0.928568
5431,0.924741
5432,0.920474
5433,0.915409
5434,0.909336
5435,0.902183
5436,0.894021
5437,0.885088
5438,0.875796
5439,0.866694
5440,0.858396
5441,0.85145
5442,0.846207
5443,0.842711
5444,0.84067
5445,0.839545
5446,0.83872
5447,0.837719
5448,0.836346
5449,0.834741
5450,0.833331
5451,0.83275
5452,0.833751
5453,0.837114
5454,0.843508
5455,0.853327
5456,0.866541
5457,0.882666
5458,0.900888
5459,0.920314
5460,0.940241
5461,0.960316
5462,0.980524
5463,1.001022
5464,1.021923
5465,1.043124
5466,1.064232
5467,1.084587
5468,1.103381
5469,1.119837
5470,1.133416
5471,1.14402
5472,1.152102
5473,1.158635
5474,1.164919
5475,1.172282
5476,1.181782
5477,1.194003
5478,1.208977
5479,1.226243
5480,1.245001
5481,1.264335
5482,1.283434
5483,1.301789
5484,1.319322
5485,1.336391
5486,1.353668
5487,1.371907
5488,1.391703
5489,1.413336
5490,1.436733
5491,1.461531
5492,1.48717
5493,1.512966
5494,1.538165
5495,1.56201
5496,1.58385
5497,1.603266
5498,1.620166
5499,1.634792
5500,1.647625
5501,1.659226
5502,1.670064
5503,1.680415
5504,1.690345
5505,1.69977
5506,1.708561
5507,1.716639
5508,1.724021
5509,1.730767
5510,1.736867
5511,1.742116
5512,1.746091
5513,1.748262
5514,1.748199
5515,1.745761
5516,1.741153
5517,1.734827
5518,1.727268
5519,1.718799
5520,1.709484
5521,1.699174
5522,1.687644
5523,1.674764
5524,1.660606
5525,1.64545
5526,1.629671
5527,1.613593
5528,1.597387
5529,1.5811
5530,1.564809
5531,1.548816
5532,1.533744
5533,1.520479
5534,1.509947
5535,1.502851
5536,1.49946
5537,1.499539
5538,1.502384
5539,1.506952
5540,1.512048
5541,1.516523
5542,1.519464
5543,1.52032
5544,1.51894
5545,1.51552
5546,1.510472
5547,1.504252
5548,1.497192
5549,1.489435
5550,1.480975
5551,1.47178
5552,1.461926
5553,1.451638
5554,1.441233
5555,1.431
5556,1.421093
5557,1.411529
5558,1.402274
5559,1.39341
5560,1.385253
5561,1.378345
5562,1.37328
5563,1.370422
5564,1.369667
5565,1.370372
5566,1.371503
5567,1.371961
5568,1.370935
5569,1.368142
5570,1.363862
5571,1.358761
5572,1.353615
5573,1.349035
5574,1.345323
5575,1.34247
5576,1.340259
5577,1.338378
5578,1.336521
5579,1.334442
5580,1.33202
5581,1.329319
5582,1.326638
5583,1.32451
5584,1.323631
5585,1.324714
5586,1.32831
5587,1.334669
5588,1.343663
5589,1.354818
5590,1.367396
5591,1.380528
5592,1.39335
5593,1.405143
5594,1.415451
5595,1.424151
5596,1.43147
5597,1.437907
5598,1.444096
5599,1.450622
5600,1.457869
5601,1.465959
5602,1.474798
5603,1.484204
5604,1.494066
5605,1.504453
5606,1.515621
5607,1.527909
5608,1.541581
5609,1.556665
5610,1.572891
5611,1.589737
5612,1.606584
5613,1.622902
5614,1.638366
5615,1.652859
5616,1.66637
5617,1.678899
5618,1.690423
5619,1.700973
5620,1.710747
5621,1.720196
5622,1.729988
5623,1.740856
5624,1.753377
5625,1.767766
5626,1.783779
5627,1.800765
5628,1.817885
5629,1.834395
5630,1.849897
5631,1.864457
5632,1.87854
5633,1.892821
5634,1.907953
5635,1.924393
5636,1.942355
5637,1.961842
5638,1.982704
5639,2.004652
5640,2.02725
5641,2.049939
5642,2.072119
5643,2.093245
5644,2.112925
5645,2.130981
5646,2.147488
5647,2.162748
5648,2.177195
5649,2.191216
5650,2.204949
5651,2.218147
5652,2.230176
5653,2.240182
5654,2.247333
5655,2.25104
5656,2.251066
5657,2.247534
5658,2.240865
5659,2.231711
5660,2.220856
5661,2.209093
5662,2.19708
5663,2.185201
5664,2.173479
5665,2.161566
5666,2.148823
5667,2.134473
5668,2.117804
5669,2.098336
5670,2.075926
5671,2.050756
5672,2.023241
5673,1.993873
5674,1.963071
5675,1.931059
5676,1.897835
5677,1.863233
5678,1.827054
5679,1.789214
5680,1.749869
5681,1.709451
5682,1.668631
5683,1.628192
5684,1.588881
5685,1.551265
5686,1.515642
5687,1.482056
5688,1.450422
5689,1.420725
5690,1.393183
5691,1.368277
5692,1.346623
5693,1.328738
5694,1.314831
5695,1.304712
5696,1.297842
5697,1.293481
5698,1.290851
5699,1.289257
5700,1.288136
5701,1.287042
5702,1.285609
5703,1.283514
5704,1.280466
5705,1.276228
5706,1.270629
5707,1.26357
5708,1.254999
5709,1.244892
5710,1.233289
5711,1.220387
5712,1.206669
5713,1.192952
5714,1.180298
5715,1.169758
5716,1.162063
5717,1.15738
5718,1.155271
5719,1.154863
5720,1.155169
5721,1.155441
5722,1.155454
5723,1.155623
5724,1.156942
5725,1.160727
5726,1.168247
5727,1.180333
5728,1.197095
5729,1.217839
5730,1.241231
5731,1.265654
5732,1.289604
5733,1.311983
5734,1.332165
5735,1.349893
5736,1.365078
5737,1.377683
5738,1.387734
5739,1.395469
5740,1.401512
5741,1.406954
5742,1.413239
5743,1.421857
5744,1.433947
5745,1.449961
5746,1.469538
5747,1.49164
5748,1.514883
5749,1.537925
5750,1.559792
5751,1.580053
5752,1.598847
5753,1.616776
5754,1.634726
5755,1.653641
5756,1.674317
5757,1.697257
5758,1.722623
5759,1.750274
5760,1.779819
5761,1.810667
5762,1.842085
5763,1.873294
5764,1.903615
5765,1.932611
5766,1.960164
5767,1.986447
5768,2.011801
5769,2.036563
5770,2.060956
5771,2.085067
5772,2.108917
5773,2.132535
5774,2.155997
5775,2.179403
5776,2.202833
5777,2.226309
5778,2.249777
5779,2.273122
5780,2.296177
5781,2.318711
5782,2.340415
5783,2.360924
5784,2.379887
5785,2.397078
5786,2.412503
5787,2.426445
5788,2.4394
5789,2.451933
5790,2.464494
5791,2.477265
5792,2.490115
5793,2.502662
5794,2.514425
5795,2.524998
5796,2.534202
5797,2.54212
5798,2.549023
5799,2.555209
5800,2.560844
5801,2.565897
5802,2.570178
5803,2.573439
5804,2.575496
5805,2.576316
5806,2.576047
5807,2.575012
5808,2.573659
5809,2.572478
5810,2.571892
5811,2.572159
5812,2.573316
5813,2.575198
5814,2.577503
5815,2.579896
5816,2.582107
5817,2.584019
5818,2.585686
5819,2.5873
5820,2.589097
5821,2.59125
5822,2.593793
5823,2.596568
5824,2.599224
5825,2.601251
5826,2.602091
5827,2.601285
5828,2.598594
5829,2.594018
5830,2.587703
5831,2.579806
5832,2.570417
5833,2.559556
5834,2.547233
5835,2.53351
5836,2.518546
5837,2.502595
5838,2.485992
5839,2.469143
5840,2.452523
5841,2.436665
5842,2.42212
5843,2.409372
5844,2.398741
5845,2.390332
5846,2.384032
5847,2.379548
5848,2.376425
5849,2.37405
5850,2.371658
5851,2.36838
5852,2.363354
5853,2.355897
5854,2.345691
5855,2.332935
5856,2.318398
5857,2.303308
5858,2.28908
5859,2.27695
5860,2.26763
5861,2.261098
5862,2.256602
5863,2.25288
5864,2.248515
5865,2.242298
5866,2.233487
5867,2.221887
5868,2.20776
5869,2.191653
5870,2.174187
5871,2.155893
5872,2.137124
5873,2.11803
5874,2.098595
5875,2.078687
5876,2.058109
5877,2.036626
5878,2.013982
5879,1.989898
5880,1.964097
5881,1.936325
5882,1.906388
5883,1.874177
5884,1.839712
5885,1.803177
5886,1.764932
5887,1.725479
5888,1.685396
5889,1.64528
5890,1.605722
5891,1.567359
5892,1.530924
5893,1.497266
5894,1.467258
5895,1.441617
5896,1.420715
5897,1.404475
5898,1.392424
5899,1.383886
5900,1.378214
5901,1.37498
5902,1.374025
5903,1.37539
5904,1.379191
5905,1.385482
5906,1.39418
5907,1.405031
5908,1.417639
5909,1.431541
5910,1.446313
5911,1.461676
5912,1.477552
5913,1.494051
5914,1.511381
5915,1.529726
5916,1.54911
5917,1.569309
5918,1.589858
5919,1.610168
5920,1.629729
5921,1.648316
5922,1.666107
5923,1.683649
5924,1.701701
5925,1.720975
5926,1.741864
5927,1.764245
5928,1.787422
5929,1.810239
5930,1.831348
5931,1.849527
5932,1.863972
5933,1.874451
5934,1.881292
5935,1.885228
5936,1.887166
5937,1.88796
5938,1.888205
5939,1.888107
5940,1.887437
5941,1.885637
5942,1.882035
5943,1.876113
5944,1.867741
5945,1.857292
5946,1.84558
5947,1.833633
5948,1.822363
5949,1.812284
5950,1.803364
5951,1.795073
5952,1.7866
5953,1.777144
5954,1.76616
5955,1.753466
5956,1.739208
5957,1.723726
5958,1.707414
5959,1.690619
5960,1.673591
5961,1.656475
5962,1.639327
5963,1.622145
5964,1.604886
5965,1.587486
5966,1.56988
5967,1.552038
5968,1.533978
5969,1.515747
5970,1.497375
5971,1.478821
5972,1.459999
5973,1.440869
5974,1.421568
5975,1.402491
5976,1.384263
5977,1.367601
5978,1.35311
5979,1.341114
5980,1.331575
5981,1.324159
5982,1.318419
5983,1.314017
5984,1.310851
5985,1.308999
5986,1.308497
5987,1.309102
5988,1.310186
5989,1.310887
5990,1.31053
5991,1.309269
5992,1.308791
5993,1.312788
5994,1.326866
5995,1.357539
5996,1.410291
5997,1.487155
5998,1.58483
5999,1.69451
